year,region,education_level,program_name,study_format,duration_months,base_price,competitor_price,demand_index,salary_index,advertising_spend,discount_percent,student_count,final_price,direction_code,source_title,source_url,source_row,source_note
2023,Москва,магистратура,"38.04.02 Менеджмент, профиль Управление предприятием в условиях глобализации, 1 курс",заочная,24,93000.0,93000.0,43.62,142.76,0.0,0.0,478,93000.0,38.04.02,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,20,за год
2024,Москва,магистратура,"38.04.02 Менеджмент, профиль Управление предприятием в условиях глобализации, 1 курс",заочная,24,93000.0,93000.0,43.62,154.8,0.0,0.0,478,93000.0,38.04.02,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,20,за год
2022,Москва,магистратура,"38.04.02 Менеджмент, профиль Управление предприятием в условиях глобализации, 1 курс",очная,24,197000.0,197000.0,43.62,134.85,0.0,0.0,478,197000.0,38.04.02,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,20,за год
2023,Москва,магистратура,"38.04.02 Менеджмент, профиль Управление предприятием в условиях глобализации, 1 курс",очная,24,197000.0,197000.0,43.62,142.76,0.0,0.0,478,197000.0,38.04.02,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,20,за год
2024,Москва,магистратура,"38.04.02 Менеджмент, профиль Управление предприятием в условиях глобализации, 1 курс",очная,24,197000.0,197000.0,43.62,154.8,0.0,0.0,478,197000.0,38.04.02,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,20,за год
2017,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 1 курс",заочная,48,91800.0,91800.0,20.0,100.0,0.0,0.0,124,90000.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,23,за год
2022,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 1 курс",заочная,48,90000.0,133900.0,20.0,134.85,0.0,0.0,124,130000.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,34,за год
2023,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 1 курс",заочная,48,130000.0,133900.0,20.0,142.76,0.0,0.0,124,130000.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,34,за год
2024,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 1 курс",заочная,48,130000.0,133900.0,20.0,154.8,0.0,0.0,124,130000.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,34,за год
2017,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 1 курс",очная,48,127500.0,127500.0,20.0,100.0,0.0,0.0,124,125000.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,23,за год
2022,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 1 курс",очная,48,125000.0,243600.0,20.0,134.85,0.0,0.0,124,240000.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,34,за год
2023,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 1 курс",очная,48,240000.0,243600.0,20.0,142.76,0.0,0.0,124,240000.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,34,за год
2024,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 1 курс",очная,48,240000.0,243600.0,20.0,154.8,0.0,0.0,124,240000.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,34,за год
2017,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 2 курс",заочная,48,91800.0,91800.0,20.0,100.0,0.0,0.0,124,83200.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,24,за год
2022,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 2 курс",заочная,48,83200.0,133900.0,20.0,134.85,0.0,0.0,124,133900.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,35,за год
2023,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 2 курс",заочная,48,133900.0,133900.0,20.0,142.76,0.0,0.0,124,133900.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,35,за год
2024,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 2 курс",заочная,48,133900.0,133900.0,20.0,154.8,0.0,0.0,124,133900.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,35,за год
2017,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 2 курс",очная,48,127500.0,127500.0,20.0,100.0,0.0,0.0,124,114400.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,24,за год
2022,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 2 курс",очная,48,114400.0,243600.0,20.0,134.85,0.0,0.0,124,247200.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,35,за год
2023,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 2 курс",очная,48,247200.0,243600.0,20.0,142.76,0.0,0.0,124,247200.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,35,за год
2024,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 2 курс",очная,48,247200.0,243600.0,20.0,154.8,0.0,0.0,124,247200.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,35,за год
2017,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 3 курс",заочная,48,91800.0,91800.0,20.0,100.0,0.0,0.0,124,87300.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,25,за год
2022,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 3 курс",заочная,48,87300.0,133900.0,20.0,134.85,0.0,0.0,124,138100.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,36,за год
2023,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 3 курс",заочная,48,138100.0,133900.0,20.0,142.76,0.0,0.0,124,138100.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,36,за год
2024,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 3 курс",заочная,48,138100.0,133900.0,20.0,154.8,0.0,0.0,124,138100.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,36,за год
2017,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 3 курс",очная,48,127500.0,127500.0,20.0,100.0,0.0,0.0,124,120000.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,25,за год
2022,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 3 курс",очная,48,120000.0,243600.0,20.0,134.85,0.0,0.0,124,186300.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,36,за год
2023,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 3 курс",очная,48,186300.0,243600.0,20.0,142.76,0.0,0.0,124,186300.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,36,за год
2024,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 3 курс",очная,48,186300.0,243600.0,20.0,154.8,0.0,0.0,124,186300.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,36,за год
2017,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 4 курс",заочная,48,91800.0,91800.0,20.0,100.0,0.0,0.0,124,141400.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,26,за год
2022,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 4 курс",заочная,48,141400.0,133900.0,20.0,134.85,0.0,0.0,124,100200.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,37,за год
2023,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 4 курс",заочная,48,100200.0,133900.0,20.0,142.76,0.0,0.0,124,100200.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,37,за год
2024,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 4 курс",заочная,48,100200.0,133900.0,20.0,154.8,0.0,0.0,124,100200.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,37,за год
2017,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, 4 курс",очная,48,127500.0,127500.0,20.0,100.0,0.0,0.0,124,182700.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,26,за год
2022,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, набор 2021 года",заочная,48,133900.0,133900.0,20.0,134.85,0.0,0.0,124,143000.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,33,за год
2023,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, набор 2021 года",заочная,48,143000.0,133900.0,20.0,142.76,0.0,0.0,124,143000.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,33,за год
2024,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, набор 2021 года",заочная,48,143000.0,133900.0,20.0,154.8,0.0,0.0,124,143000.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,33,за год
2022,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, набор 2021 года",очная,48,243600.0,243600.0,20.0,134.85,0.0,0.0,124,261270.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,33,за год
2023,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, набор 2021 года",очная,48,261270.0,243600.0,20.0,142.76,0.0,0.0,124,261270.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,33,за год
2024,Москва,высшее образование,"38.06.01 Экономика, профиль Управление инновациями, набор 2021 года",очная,48,261270.0,243600.0,20.0,154.8,0.0,0.0,124,261270.0,38.06.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,33,за год
2017,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 1 курс",очная,48,133250.0,133250.0,100.0,100.0,0.0,0.0,1323,125000.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,7,за год
2022,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 1 курс",очная,48,125000.0,183000.0,100.0,134.85,0.0,0.0,1323,183000.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,9,за год
2023,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 1 курс",очная,48,183000.0,183000.0,100.0,142.76,0.0,0.0,1323,183000.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,9,за год
2024,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 1 курс",очная,48,183000.0,183000.0,100.0,154.8,0.0,0.0,1323,183000.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,9,за год
2017,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 1 курс",очно-заочная,48,80000.0,80000.0,100.0,100.0,0.0,0.0,1323,80000.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,7,за год
2022,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 1 курс",очно-заочная,48,80000.0,93400.0,100.0,134.85,0.0,0.0,1323,89000.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,9,за год
2023,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 1 курс",очно-заочная,48,89000.0,93400.0,100.0,142.76,0.0,0.0,1323,89000.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,9,за год
2024,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 1 курс",очно-заочная,48,89000.0,93400.0,100.0,154.8,0.0,0.0,1323,89000.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,9,за год
2017,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 2 курс",заочная,48,75400.0,75400.0,100.0,100.0,0.0,0.0,1323,72800.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,8,за год
2017,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 2 курс",очная,48,133250.0,133250.0,100.0,100.0,0.0,0.0,1323,130000.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,8,за год
2022,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 2 курс",очная,48,130000.0,183000.0,100.0,134.85,0.0,0.0,1323,188400.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,10,за год
2023,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 2 курс",очная,48,188400.0,183000.0,100.0,142.76,0.0,0.0,1323,188400.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,10,за год
2024,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 2 курс",очная,48,188400.0,183000.0,100.0,154.8,0.0,0.0,1323,188400.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,10,за год
2022,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 2 курс",очно-заочная,48,93400.0,93400.0,100.0,134.85,0.0,0.0,1323,91600.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,10,за год
2023,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 2 курс",очно-заочная,48,91600.0,93400.0,100.0,142.76,0.0,0.0,1323,91600.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,10,за год
2024,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 2 курс",очно-заочная,48,91600.0,93400.0,100.0,154.8,0.0,0.0,1323,91600.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,10,за год
2017,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 3 курс",заочная,48,75400.0,75400.0,100.0,100.0,0.0,0.0,1323,76400.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,9,за год
2017,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 3 курс",очная,48,133250.0,133250.0,100.0,100.0,0.0,0.0,1323,136500.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,9,за год
2022,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 3 курс",очная,48,136500.0,183000.0,100.0,134.85,0.0,0.0,1323,158500.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,11,за год
2023,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 3 курс",очная,48,158500.0,183000.0,100.0,142.76,0.0,0.0,1323,158500.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,11,за год
2024,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 3 курс",очная,48,158500.0,183000.0,100.0,154.8,0.0,0.0,1323,158500.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,11,за год
2022,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 3 курс",очно-заочная,48,93400.0,93400.0,100.0,134.85,0.0,0.0,1323,95200.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,11,за год
2023,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 3 курс",очно-заочная,48,95200.0,93400.0,100.0,142.76,0.0,0.0,1323,95200.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,11,за год
2024,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 3 курс",очно-заочная,48,95200.0,93400.0,100.0,154.8,0.0,0.0,1323,95200.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,11,за год
2017,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 4 курс",заочная,48,75400.0,75400.0,100.0,100.0,0.0,0.0,1323,94300.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,10,за год
2017,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 4 курс",очная,48,133250.0,133250.0,100.0,100.0,0.0,0.0,1323,182700.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,10,за год
2022,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 4 курс",очная,48,182700.0,183000.0,100.0,134.85,0.0,0.0,1323,139200.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,12,за год
2023,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 4 курс",очная,48,139200.0,183000.0,100.0,142.76,0.0,0.0,1323,139200.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,12,за год
2024,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 4 курс",очная,48,139200.0,183000.0,100.0,154.8,0.0,0.0,1323,139200.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,12,за год
2022,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 4 курс",очно-заочная,48,93400.0,93400.0,100.0,134.85,0.0,0.0,1323,89090.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,12,за год
2023,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 4 курс",очно-заочная,48,89090.0,93400.0,100.0,142.76,0.0,0.0,1323,89090.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,12,за год
2024,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 4 курс",очно-заочная,48,89090.0,93400.0,100.0,154.8,0.0,0.0,1323,89090.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,12,за год
2017,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 5 курс",заочная,48,75400.0,75400.0,100.0,100.0,0.0,0.0,1323,75400.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20171019-structure-20171019.csv,11,за год
2022,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 5 курс",заочная,48,75400.0,81180.0,100.0,134.85,0.0,0.0,1323,81060.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,13,за год
2023,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 5 курс",заочная,48,81060.0,81180.0,100.0,142.76,0.0,0.0,1323,81060.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,13,за год
2024,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, 5 курс",заочная,48,81060.0,81180.0,100.0,154.8,0.0,0.0,1323,81060.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,13,за год
2022,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, набор 2021 года",заочная,48,81180.0,81180.0,100.0,134.85,0.0,0.0,1323,98900.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,8,за год
2023,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, набор 2021 года",заочная,48,98900.0,81180.0,100.0,142.76,0.0,0.0,1323,98900.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,8,за год
2024,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, набор 2021 года",заочная,48,98900.0,81180.0,100.0,154.8,0.0,0.0,1323,98900.0,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,8,за год
2022,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, набор 2021 года",очная,48,183000.0,183000.0,100.0,134.85,0.0,0.0,1323,198936.2,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,8,за год
2023,Москва,бакалавриат,"40.03.01 Юриспруденция, профиль Правовая охрана интеллектуальной собственности, набор 2021 года",очная,48,198936.2,183000.0,100.0,142.76,0.0,0.0,1323,198936.2,40.03.01,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,8,за год
